"model_name","status","error_message","exitcode","elapsed_seconds","b_0_est","b_w_est","b_b_est","b_w_lower","b_w_upper","b_b_lower","b_b_upper","var_u0_est","var_e_est","final_psr_max_all","final_psr_max_core","final_psr_parameter_all","final_psr_parameter_core","final_psr_focal_bw","final_psr_focal_bb","min_ess_all","min_ess_core","min_ess_parameter_all","min_ess_parameter_core","ess_focal_bw","ess_focal_bb","sim_id","model_type"
"m4_sim_835","completed",NA,0,25.7471368312836,-0.3977,0.5501,0.2843,0.5139,0.5855,0.0924,0.4861,0.9252,0.7743,1.0138,1.0138,"y_mar.intercept","y_mar.intercept",1.0003,1.0072,134.6024,134.6024,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9060.65,134.6024,835,"4_blimp_lmc_noaux"
"m5_sim_835","completed",NA,0,86.9000210762024,0.1373,0.4551,0.5336,0.4115,0.5016,0.3511,0.7244,1.2076,1.0385,1.0295,1.0295,"y_mar.intercept","y_mar.intercept",NA,NA,77.7076,77.7076,"y_mar ~ Intercept","y_mar ~ Intercept",570.6438,113.2264,835,"5_blimp_omc_aux"
"m6_sim_835","completed",NA,0,122.071727991104,0.1569,0.4193,0.4205,0.3774,0.4601,0.1849,0.6383,1.2157,1.012,1.0378,1.0344,"aux.regressed on (standardized).y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.0069,1.0246,29.2603,29.2603,"aux ~ x_mar.mean[id2]","aux ~ x_mar.mean[id2]",485.0768,62.2364,835,"6_blimp_rescue"
"m2_sim_836","completed",NA,0,47.3224289417267,-0.1347,0.3822,0.6603,0.3537,0.4102,0.4765,0.8237,0.8318,0.9871,1.0144,1.0144,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0001,1.0144,98.3992,98.3992,"y ~ x.mean[id2]","y ~ x.mean[id2]",9808.147,98.3992,836,"2_blimp_complete"
"m4_sim_836","completed",NA,0,25.912691116333,-0.6882,0.5265,0.4113,0.4892,0.5627,0.2757,0.5539,0.7057,0.7397,1.0084,1.0084,"y_mar.intercept","y_mar.intercept",1.0002,1.0068,127.2715,127.2715,"y_mar ~ Intercept","y_mar ~ Intercept",9030,127.2739,836,"4_blimp_lmc_noaux"
"m5_sim_836","completed",NA,0,75.9109959602356,-0.1898,0.4347,0.6266,0.3912,0.479,0.4768,0.7596,0.8029,0.9878,1.0448,1.0448,"y_mar.intercept","y_mar.intercept",NA,NA,80.7711,80.7711,"aux ~ x_mean_biased","aux ~ x_mean_biased",667.684,108.9488,836,"5_blimp_omc_aux"
"m6_sim_836","completed",NA,0,113.46958899498,-0.1453,0.3885,0.6155,0.346,0.4329,0.4605,0.7908,0.8265,0.9539,1.0426,1.0426,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0123,1.0426,54.0224,62.0316,"y_mar R2: Coefficients","y_mar ~ x_mar.mean[id2]",327.1679,62.0316,836,"6_blimp_rescue"
"m2_sim_837","completed",NA,0,47.5606181621552,-0.001,0.3921,0.4028,0.3636,0.4199,0.2053,0.6014,1.0219,1.0297,1.0093,1.0093,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0002,1.0093,27.0873,27.9592,"y ~ x.mean[id2] (standardized)","y ~ x.mean[id2]",9399.8915,27.9592,837,"2_blimp_complete"
"m4_sim_837","completed",NA,0,29.7718908786774,-0.4821,0.5225,0.2504,0.488,0.5577,0.094,0.4215,0.7734,0.784,1.017,1.017,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0001,1.017,180.0792,180.0792,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9265.5334,180.0792,837,"4_blimp_lmc_noaux"
"m5_sim_837","completed",NA,0,76.7119510173798,-0.0159,0.4214,0.4683,0.3786,0.4643,0.3071,0.6302,1.0181,1.0412,1.0513,1.0513,"aux.intercept","aux.intercept",NA,NA,60.5991,60.5991,"aux ~ Intercept","aux ~ Intercept",746.4697,98.6594,837,"5_blimp_omc_aux"
"m6_sim_837","completed",NA,0,119.633241891861,-0.0173,0.3864,0.4011,0.3465,0.4282,0.1771,0.5948,1.0194,1.0102,1.0236,1.0236,"aux.regressed on.x_mar.mean[id2]","aux.regressed on.x_mar.mean[id2]",1.0068,1.0159,91.8995,98.4372,"aux ~ y_mar.mean[id2] (standardized)","aux ~ Intercept",380.0053,106.7534,837,"6_blimp_rescue"
"m2_sim_838","completed",NA,0,47.5796999931335,0.0479,0.4055,0.5537,0.3775,0.4336,0.3028,0.827,1.0749,1.0269,1.0227,1.0227,"y.intercept","y.intercept",1.0002,1.0106,27.2418,27.2418,"y ~ x.mean[id2]","y ~ x.mean[id2]",9664.5024,27.2418,838,"2_blimp_complete"
"m4_sim_838","completed",NA,0,30.0181450843811,-0.4374,0.5609,0.343,0.5258,0.5973,0.1453,0.5505,1.0158,0.792,1.0263,1.0263,"y_mar.intercept","y_mar.intercept",1.0003,1.0157,118.3564,118.3564,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",8915.147,118.3564,838,"4_blimp_lmc_noaux"
"m5_sim_838","completed",NA,0,75.0993278026581,0.0534,0.46,0.6011,0.4147,0.5053,0.418,0.8256,1.0921,1.09,1.0517,1.0517,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,83.4811,83.4811,"y_mar ~ x_mean_biased","y_mar ~ x_mean_biased",778.4313,83.4811,838,"5_blimp_omc_aux"
"m6_sim_838","completed",NA,0,119.781462907791,0.0266,0.4249,0.6,0.3812,0.4689,0.3723,0.8772,1.107,1.0629,1.0302,1.0261,"aux.regressed on (standardized).x_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.0051,1.0191,33.8809,33.8809,"aux ~ Intercept","aux ~ Intercept",249.4616,63.8279,838,"6_blimp_rescue"
"m2_sim_839","completed",NA,0,47.8217360973358,0.1355,0.4053,0.6694,0.3773,0.4327,0.4315,0.8985,1.1783,0.9863,1.0572,1.0572,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1,1.0572,51.1296,51.1296,"y ~ Intercept","y ~ Intercept",9659.1473,66.0174,839,"2_blimp_complete"
"m4_sim_839","completed",NA,0,28.8466911315918,-0.4275,0.5401,0.4064,0.5051,0.5755,0.2113,0.6021,1.0588,0.7879,1.0198,1.0198,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",0.9999,1.0198,78.7687,78.7687,"y_mar ~ Intercept","y_mar ~ Intercept",9005.046,197.9312,839,"4_blimp_lmc_noaux"
"m5_sim_839","completed",NA,0,75.9080989360809,0.0845,0.4557,0.6938,0.4134,0.4991,0.4899,0.8912,1.1602,1.0341,1.0352,1.0352,"aux.intercept","aux.intercept",NA,NA,47.9296,47.9296,"aux ~ x_mean_biased","aux ~ x_mean_biased",760.8447,58.853,839,"5_blimp_omc_aux"
"m6_sim_839","completed",NA,0,120.029390096664,0.1413,0.4213,0.669,0.3813,0.4617,0.4528,0.8988,1.1939,1.0083,1.0634,1.0634,"aux.intercept","aux.intercept",1.0117,1.0368,58.4081,82.1512,"aux ~ y_mar (standardized)","y_mar ~ Intercept",426.0165,118.0794,839,"6_blimp_rescue"
"m2_sim_840","completed",NA,0,47.4369180202484,0.1349,0.3994,0.5677,0.3713,0.4279,0.3381,0.8053,0.983,0.9885,1.0116,1.0116,"y.intercept","y.intercept",0.9999,1.0113,59.8965,59.8965,"y ~ x.mean[id2]","y ~ x.mean[id2]",9799.672,59.8965,840,"2_blimp_complete"
"m4_sim_840","completed",NA,0,25.1502330303192,-0.4242,0.5244,0.3928,0.4877,0.5605,0.2024,0.5924,0.9,0.7481,1.016,1.016,"y_mar.intercept","y_mar.intercept",0.9999,1.0073,127.6544,127.6544,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",8974.6434,127.6544,840,"4_blimp_lmc_noaux"
"m5_sim_840","completed",NA,0,82.851487159729,0.1451,0.4292,0.6258,0.3852,0.4748,0.4321,0.7933,0.9622,1.0149,1.0335,1.0335,"aux.intercept","aux.intercept",NA,NA,35.5707,37.6125,"y_mar ~ x_mean_biased (standardized)","y_mar ~ x_mean_biased",508.1206,37.6125,840,"5_blimp_omc_aux"
"m6_sim_840","completed",NA,0,120.672109127045,0.1446,0.3804,0.5672,0.3385,0.4227,0.3309,0.8158,0.9731,0.9753,1.0338,1.0337,"aux.regressed on (standardized).x_mar.mean[id2]","aux.regressed on.x_mar.mean[id2]",1.0041,1.0187,37.2631,37.2631,"y_mar ~ Intercept","y_mar ~ Intercept",149.5513,64.0162,840,"6_blimp_rescue"
"m2_sim_841","completed",NA,0,52.1995680332184,-0.0398,0.3707,0.7152,0.3428,0.3983,0.5269,0.8998,1.1139,0.9981,1.0092,1.0092,"y.intercept","y.intercept",1,1.007,105.7703,105.7703,"y ~ Intercept","y ~ Intercept",9322.867,129.5645,841,"2_blimp_complete"
"m4_sim_841","completed",NA,0,31.6937661170959,-0.6282,0.502,0.4797,0.4653,0.5403,0.3271,0.6438,0.8811,0.797,1.0128,1.0128,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1,1.0128,121.0793,121.0793,"y_mar ~ Intercept","y_mar ~ Intercept",9113.268,162.4155,841,"4_blimp_lmc_noaux"
"m5_sim_841","completed",NA,0,95.6139099597931,-0.0726,0.4044,0.7685,0.3596,0.4509,0.5837,0.9558,1.0676,1.0832,1.0307,1.0307,"aux.intercept","aux.intercept",NA,NA,89.9631,89.9631,"aux ~ Intercept","aux ~ Intercept",544.4135,114.9364,841,"5_blimp_omc_aux"
"m6_sim_841","completed",NA,0,139.559199094772,-0.0019,0.3487,0.6804,0.3078,0.393,0.4562,0.8869,1.1085,1.0295,1.0717,1.0714,"aux.regressed on (standardized).y_mar.mean[id2]","y_mar.intercept",1.0126,1.0524,35.7096,45.7952,"aux ~ x_mar.mean[id2] (standardized)","aux ~ x_mar.mean[id2]",115.479,111.6294,841,"6_blimp_rescue"
"m2_sim_842","completed",NA,0,52.2331228256226,0.149,0.387,0.6046,0.3576,0.4151,0.4034,0.7906,1.091,1.0264,1.024,1.024,"y.intercept","y.intercept",1.0001,1.012,91.2833,91.2833,"y ~ x.mean[id2]","y ~ x.mean[id2]",9344.8905,91.2833,842,"2_blimp_complete"
"m4_sim_842","completed",NA,0,33.0581669807434,-0.4013,0.5199,0.4413,0.4835,0.5558,0.2852,0.5879,0.8606,0.8057,1.0163,1.0163,"y_mar.intercept","y_mar.intercept",1,1.0137,95.207,95.207,"y_mar ~ Intercept","y_mar ~ Intercept",8957.8182,209.967,842,"4_blimp_lmc_noaux"
"m5_sim_842","completed",NA,0,88.2976980209351,0.1489,0.4268,0.6518,0.3836,0.4708,0.4913,0.8132,1.0598,1.0789,1.0285,1.0285,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,71.7448,71.7448,"aux ~ Intercept","aux ~ Intercept",743.3853,112.3371,842,"5_blimp_omc_aux"
"m6_sim_842","completed",NA,0,134.530137062073,0.1935,0.3851,0.6274,0.3431,0.4289,0.4235,0.7975,1.0929,1.0474,1.0299,1.0286,"y_mar.regressed on (standardized).x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0071,1.0286,36.4695,39.9114,"y_mar ~ x_mar.mean[id2] (standardized)","y_mar ~ x_mar.mean[id2]",607.8977,39.9114,842,"6_blimp_rescue"
"m2_sim_843","completed",NA,0,51.7981979846954,-0.087,0.4001,0.5635,0.3727,0.4277,0.3504,0.767,1.0947,0.9813,1.0367,1.0367,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0001,1.0367,91.5705,91.5705,"y ~ x.mean[id2]","y ~ x.mean[id2]",9604.2465,91.5705,843,"2_blimp_complete"
"m4_sim_843","completed",NA,0,31.6995451450348,-0.6024,0.5542,0.3349,0.5185,0.5896,0.1489,0.5216,0.8229,0.7457,1.0299,1.0299,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0001,1.0299,147.0635,147.8511,"y_mar ~ x_mar.mean[id2] (standardized)","y_mar ~ x_mar.mean[id2]",9307.7373,147.8511,843,"4_blimp_lmc_noaux"
"m5_sim_843","completed",NA,0,105.225847005844,-0.1085,0.4514,0.5893,0.4091,0.496,0.3978,0.7669,1.0677,1.0325,1.0235,1.0235,"aux.intercept","aux.intercept",NA,NA,20.9263,20.9263,"aux ~ x_mean_biased","aux ~ x_mean_biased",539.0223,125.8469,843,"5_blimp_omc_aux"
"m6_sim_843","completed",NA,0,134.725429058075,-0.0469,0.414,0.4884,0.3714,0.4563,0.2678,0.7104,1.0809,0.9955,1.0309,1.026,"aux.regressed on (standardized).y_mar","aux.intercept",1.0207,1.0148,28.9598,38.1808,"aux ~ x_mar.mean[id2] (standardized)","aux ~ x_mar.mean[id2]",237.923,58.941,843,"6_blimp_rescue"
"m2_sim_844","completed",NA,0,51.7145888805389,0.0208,0.4165,0.5976,0.389,0.4449,0.4164,0.8065,1.0202,0.963,1.0128,1.0128,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1,1.0128,100.7977,100.7977,"y ~ x.mean[id2]","y ~ x.mean[id2]",9398.7843,100.7977,844,"2_blimp_complete"
"m4_sim_844","completed",NA,0,32.5970599651337,-0.5114,0.5645,0.4056,0.5303,0.5985,0.2272,0.5779,0.7639,0.7202,1.0204,1.0204,"y_mar.intercept","y_mar.intercept",1.0001,1.0105,168.6512,168.6512,"y_mar ~ Intercept","y_mar ~ Intercept",9232.9044,248.8945,844,"4_blimp_lmc_noaux"
"m5_sim_844","completed",NA,0,104.71879696846,-0.0424,0.4576,0.6001,0.4161,0.5002,0.3944,0.7914,0.9687,0.9597,1.0482,1.0478,"aux.regressed on (standardized).x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,51.3246,62.1527,"aux ~ x_cwc_biased (standardized)","aux ~ x_mean_biased",605.8901,100.9026,844,"5_blimp_omc_aux"
"m6_sim_844","completed",NA,0,133.308773040771,-0.008,0.4288,0.5029,0.3877,0.4688,0.2747,0.7319,0.9992,0.936,1.0364,1.0327,"y_mar.r2: coefficients","aux.regressed on.x_mar.mean[id2]",1.0195,1.0267,47.9424,47.9424,"y_mar ~ Intercept","y_mar ~ Intercept",465.4357,94.5089,844,"6_blimp_rescue"
"m2_sim_845","completed",NA,0,53.273430109024,0.0579,0.38,0.8113,0.3529,0.4072,0.6299,1.0171,1.1125,0.9661,1.0459,1.0459,"y.intercept","y.intercept",1,1.0177,108.638,108.638,"y ~ x.mean[id2]","y ~ x.mean[id2]",9617.9827,108.638,845,"2_blimp_complete"
"m4_sim_845","completed",NA,0,31.7115330696106,-0.5453,0.5127,0.5855,0.4757,0.5493,0.4021,0.7635,0.8668,0.7605,1.0234,1.0234,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0001,1.0234,133.1236,133.1236,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9639.3943,133.1236,845,"4_blimp_lmc_noaux"
"m5_sim_845","completed",NA,0,89.8060178756714,-0.065,0.4274,0.8323,0.3844,0.4704,0.6714,0.9821,1.0542,1.0108,1.0459,1.0459,"aux.intercept","aux.intercept",NA,NA,66.4639,67.1526,"aux ~ x_mean_biased (standardized)","aux ~ x_mean_biased",542.7374,118.9558,845,"5_blimp_omc_aux"
"m6_sim_845","completed",NA,0,137.059422969818,0.043,0.3795,0.8372,0.3391,0.4207,0.6549,1.0439,1.1099,0.9756,1.0203,1.0203,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0037,1.0203,93.9794,93.9794,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",389.047,93.9794,845,"6_blimp_rescue"
"m2_sim_846","completed",NA,0,54.4429728984833,-0.0457,0.3815,0.6062,0.3538,0.4091,0.422,0.7899,0.9279,0.992,1.0239,1.0239,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0001,1.0239,107.202,107.202,"y ~ x.mean[id2]","y ~ x.mean[id2]",9616.9773,107.202,846,"2_blimp_complete"
"m4_sim_846","completed",NA,0,31.2898209095001,-0.5851,0.522,0.4208,0.4856,0.5574,0.274,0.5707,0.7629,0.7906,1.0174,1.0174,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1,1.0174,183.3272,183.3272,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9289.8096,183.3272,846,"4_blimp_lmc_noaux"
"m5_sim_846","completed",NA,0,92.9045310020447,-0.0239,0.4195,0.6471,0.3755,0.4643,0.4901,0.807,0.9035,1.0793,1.0553,1.0553,"aux.intercept","aux.intercept",NA,NA,93.5209,93.5209,"y_mar ~ x_mean_biased","y_mar ~ x_mean_biased",399.3704,93.5209,846,"5_blimp_omc_aux"
"m6_sim_846","completed",NA,0,133.719328165054,0.0231,0.3792,0.6069,0.3363,0.4236,0.4292,0.7828,0.9314,1.046,1.035,1.0293,"aux.regressed on (standardized).x_mar.mean[id2]","aux.regressed on.x_mar.mean[id2]",1.0069,1.0281,46.822,46.822,"y_mar ~ x_mar","y_mar ~ x_mar",46.822,88.0204,846,"6_blimp_rescue"
"m2_sim_847","completed",NA,0,52.19669008255,-0.017,0.3947,0.5353,0.3668,0.423,0.3168,0.7103,0.9743,1.0157,1.0191,1.0191,"y.intercept","y.intercept",1.0001,1.0085,105.7424,107.362,"y ~ x.mean[id2] (standardized)","y ~ x.mean[id2]",9565.3572,107.362,847,"2_blimp_complete"
"m4_sim_847","completed",NA,0,29.3657791614532,-0.6013,0.552,0.3716,0.5153,0.5885,0.2031,0.5403,0.7692,0.7692,1.013,1.013,"y_mar.intercept","y_mar.intercept",0.9999,1.0059,127.3618,127.3618,"y_mar ~ Intercept","y_mar ~ Intercept",9086.1629,164.917,847,"4_blimp_lmc_noaux"
"m5_sim_847","completed",NA,0,105.842200994492,-0.0194,0.4375,0.5906,0.3934,0.4818,0.4244,0.7403,0.8871,1.0572,1.023,1.023,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,85.197,86.5854,"y_mar ~ x_mean_biased (standardized)","aux ~ Intercept",729.7417,87.7541,847,"5_blimp_omc_aux"
"m6_sim_847","completed",NA,0,134.18417096138,-0.0247,0.4009,0.5095,0.3578,0.447,0.3273,0.7058,0.8917,1.0251,1.0374,1.0368,"y_mar.regressed on (standardized).x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0073,1.0368,78.4744,78.4744,"aux ~ Intercept","aux ~ Intercept",360.2447,116.7745,847,"6_blimp_rescue"
"m2_sim_848","completed",NA,0,52.7671201229095,-0.008,0.4189,0.6209,0.3911,0.4469,0.3987,0.8641,1.4315,0.9987,1.0354,1.0354,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0001,1.0354,54.0688,54.0688,"y ~ Intercept","y ~ Intercept",9259.4707,82.6723,848,"2_blimp_complete"
"m4_sim_848","completed",NA,0,31.6962552070618,-0.541,0.5778,0.4226,0.5407,0.6148,0.2092,0.642,1.1944,0.7878,1.0171,1.0171,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1,1.0171,116.6589,116.6589,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",8999.8068,116.6589,848,"4_blimp_lmc_noaux"
"m5_sim_848","completed",NA,0,105.20013999939,-0.039,0.4936,0.6782,0.448,0.5387,0.4864,0.874,1.4523,1.0502,1.0574,1.0574,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,33.3842,33.3842,"aux ~ Intercept","aux ~ Intercept",626.1818,103.1041,848,"5_blimp_omc_aux"
"m6_sim_848","completed",NA,0,135.040297985077,0.025,0.4594,0.6422,0.4144,0.5063,0.4225,0.8878,1.4936,1.0266,1.0646,1.0448,"y_mar.regressed on (standardized).x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0218,1.0448,39.2276,39.2276,"y_mar ~ Intercept","y_mar ~ Intercept",211.8182,80.5156,848,"6_blimp_rescue"
"m2_sim_849","completed",NA,0,52.85808801651,0.0313,0.3987,0.7167,0.3708,0.4262,0.5157,0.9252,1.1155,1.017,1.0338,1.0338,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",0.9999,1.0338,43.8395,43.8395,"y ~ Intercept","y ~ Intercept",9704.8707,89.7514,849,"2_blimp_complete"
"m4_sim_849","completed",NA,0,30.9547369480133,-0.536,0.5393,0.5189,0.5029,0.576,0.3663,0.6985,0.8612,0.8166,1.0109,1.0109,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0002,1.0109,165.1147,165.1147,"y_mar ~ Intercept","y_mar ~ Intercept",9581.3743,233.3602,849,"4_blimp_lmc_noaux"
"m5_sim_849","completed",NA,0,105.397232055664,-0.0424,0.4389,0.7566,0.3955,0.4823,0.5773,0.9559,1.0978,1.0998,1.0164,1.0164,"aux.intercept","aux.intercept",NA,NA,41.8955,41.8955,"aux ~ Intercept","aux ~ Intercept",785.3107,73.8156,849,"5_blimp_omc_aux"
"m6_sim_849","completed",NA,0,134.538079023361,0.0212,0.4007,0.7378,0.3582,0.4435,0.5145,0.9304,1.151,1.0683,1.04,1.0345,"y_mar.regressed on (standardized).x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0055,1.0345,68.0604,79.3869,"aux ~ x_mar.mean[id2] (standardized)","aux ~ x_mar.mean[id2]",172.3218,105.7596,849,"6_blimp_rescue"
"m2_sim_850","completed",NA,0,53.1166257858276,0.0416,0.3938,0.6446,0.3653,0.4214,0.453,0.8394,1.0117,0.9853,1.0249,1.0249,"y.intercept","y.intercept",1.0001,1.0151,105.9609,105.9609,"y ~ x.mean[id2]","y ~ x.mean[id2]",9841.0947,105.9609,850,"2_blimp_complete"
"m4_sim_850","completed",NA,0,32.3638370037079,-0.4754,0.5231,0.4926,0.4881,0.5574,0.3434,0.6489,0.8508,0.7782,1.0137,1.0137,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0003,1.0137,142.3313,142.3313,"y_mar ~ Intercept","y_mar ~ Intercept",9140.6762,190.9557,850,"4_blimp_lmc_noaux"
"m5_sim_850","completed",NA,0,105.693209886551,0.0512,0.4104,0.7088,0.3701,0.4533,0.5525,0.8864,1.0253,1.0555,1.0263,1.0263,"aux.intercept","aux.intercept",NA,NA,63.5311,63.5311,"aux ~ Intercept","aux ~ Intercept",756.4847,117.3602,850,"5_blimp_omc_aux"
"m6_sim_850","completed",NA,0,133.921280860901,0.1018,0.3731,0.686,0.3322,0.4134,0.4378,0.889,1.0748,1.021,1.0274,1.0274,"aux.intercept","aux.intercept",1.0057,1.0116,44.3226,81.654,"aux ~ y_mar (standardized)","aux ~ y_mar.mean[id2]",638.292,87.8737,850,"6_blimp_rescue"
"m2_sim_851","completed",NA,0,52.3482129573822,-0.102,0.4167,0.5849,0.3881,0.445,0.3968,0.7938,0.9296,1.0308,1.0146,1.0146,"y.intercept","y.intercept",0.9999,1.0097,90.1816,90.1816,"y ~ x.mean[id2]","y ~ x.mean[id2]",9721.7621,90.1816,851,"2_blimp_complete"
"m4_sim_851","completed",NA,0,31.2616198062897,-0.603,0.5216,0.4379,0.4854,0.5566,0.2717,0.6362,0.7962,0.7775,1.0159,1.0159,"y_mar.intercept","y_mar.intercept",0.9999,1.0139,118.0594,118.0594,"y_mar ~ Intercept","y_mar ~ Intercept",8806.9602,174.075,851,"4_blimp_lmc_noaux"
"m5_sim_851","completed",NA,0,96.257835149765,-0.1233,0.4213,0.6977,0.3786,0.465,0.5035,0.8777,0.9833,1.0312,1.042,1.042,"aux.intercept","aux.intercept",NA,NA,93.0009,93.0296,"y_mar ~ x_mean_biased (standardized)","y_mar ~ x_mean_biased",485.2517,93.0296,851,"5_blimp_omc_aux"
"m6_sim_851","completed",NA,0,133.164235830307,-0.0433,0.384,0.6425,0.3442,0.4263,0.3855,0.8756,1.0184,0.9999,1.05,1.0302,"aux.regressed on (standardized).y_mar","aux.regressed on.x_mar.mean[id2]",1.0094,1.0199,33.4541,60.5728,"aux ~ y_mar (standardized)","y_mar ~ x_mar.mean[id2]",660.8946,60.5728,851,"6_blimp_rescue"
"m2_sim_852","completed",NA,0,52.2330570220947,-0.0997,0.4282,0.7073,0.4008,0.4559,0.5305,0.8832,0.8643,0.9943,1.029,1.029,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0001,1.029,127.6871,127.6871,"y ~ x.mean[id2]","y ~ x.mean[id2]",9577.2849,127.6871,852,"2_blimp_complete"
"m4_sim_852","completed",NA,0,34.3256878852844,-0.5881,0.551,0.5278,0.5174,0.5854,0.3776,0.6871,0.6522,0.7992,1.0052,1.0052,"y_mar.intercept","y_mar.intercept",1.0001,1.0042,194.5002,194.5002,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9364.1355,194.5002,852,"4_blimp_lmc_noaux"
"m5_sim_852","completed",NA,0,103.719306945801,-0.1177,0.4597,0.7762,0.4188,0.5013,0.6202,0.9266,0.8564,1.0473,1.023,1.023,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,103.781,103.781,"y_mar ~ Intercept","y_mar ~ Intercept",496.521,147.0075,852,"5_blimp_omc_aux"
"m6_sim_852","completed",NA,0,133.139273166656,-0.0549,0.4266,0.7278,0.3865,0.4668,0.5468,0.9176,0.8993,1.0187,1.0278,1.0278,"aux.intercept","aux.intercept",1.0035,1.0178,37.5929,45.9863,"y_mar ~ x_mar.mean[id2] (standardized)","y_mar ~ x_mar.mean[id2]",395.3404,45.9863,852,"6_blimp_rescue"
"m2_sim_853","completed",NA,0,49.7561898231506,-0.0172,0.4169,0.4315,0.3886,0.445,0.219,0.6414,0.8929,0.9705,1.0378,1.0378,"y.intercept","y.intercept",1,1.0098,105.1097,105.1097,"y ~ x.mean[id2]","y ~ x.mean[id2]",9778.969,105.1097,853,"2_blimp_complete"
"m4_sim_853","completed",NA,0,27.4014949798584,-0.5313,0.5576,0.2517,0.5224,0.5927,0.0904,0.4157,0.6838,0.7507,1.0107,1.0107,"y_mar.intercept","y_mar.intercept",1,1.0085,199.664,199.664,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9392.8856,199.664,853,"4_blimp_lmc_noaux"
"m5_sim_853","completed",NA,0,94.4292409420013,-0.0242,0.4675,0.4693,0.4262,0.5103,0.2956,0.6514,0.8884,0.9883,1.0458,1.0458,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,97.2994,97.2994,"aux ~ x_mean_biased","aux ~ x_mean_biased",604.4181,107.9945,853,"5_blimp_omc_aux"
"m6_sim_853","completed",NA,0,119.94845199585,-0.0383,0.4351,0.4468,0.3955,0.4779,0.2527,0.66,0.9019,0.9621,1.0727,1.0586,"y_mar.regressed on (standardized).x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0033,1.0586,32.0115,40.3756,"aux R2: Level-2 Random Intercepts","aux level-2 intercept variance",418.8649,97.241,853,"6_blimp_rescue"
"m2_sim_854","completed",NA,0,46.6703798770905,-0.0634,0.4089,0.6545,0.3799,0.4369,0.4261,0.9305,1.3551,0.9971,1.0289,1.0289,"y.intercept","y.intercept",1,1.0115,39.5145,39.5145,"y ~ x.mean[id2]","y ~ x.mean[id2]",9618.6422,39.5145,854,"2_blimp_complete"
